Submission ID,Respondent ID,Submitted at,Enter your age,Enter your Gender,Program of Study,Semester,Program/Course,Program Other Field,Prior Meditation Experience:,Frequency of Meditation:,Average Duration of each meditation session:,Type of Meditation practiced:,Would you do meditation voluntarily? By yourself ,PRE1. I feel stressed about academic deadlines and exams.,PRE2. I struggle to concentrate on studies due to stress.,PRE3. Meditation does not help reduce my stress.,PRE4. I often feel anxious before tests or assignments.,PRE5. I can manage multiple academic tasks without feeling overwhelmed.,PRE6. Stress negatively affects my academic performance.,PRE7. I feel calm and focused during study sessions.,POST1. I feel stressed about academic deadlines and exams.,POST2. I struggle to concentrate on studies due to stress.,POST3. Meditation does not help reduce my stress.,POST4. I often feel anxious before tests or assignments.,POST5. I can manage multiple academic tasks without feeling overwhelmed.,POST6. Stress negatively affects my academic performance.,POST7. I feel calm and focused during study sessions.,1. How did meditation influence your stress levels during academic tasks?,"2. Which meditation practices were most effective for you, and why?","3. Did meditation help improve focus, time management, or emotional stability? Please explain.",Consent Checkbox,Consent Checkbox (Yes),MISC1. Did meditation just work for you now?,Relaxing Recommendations,Relaxing Recommendations (Check me for relaxing recommendations ),"MISC2. How frequently do you experience physical symptoms of stress (e.g., headaches, muscle tension) related to academic work?","Describe your problem: (And don't worry, this is full private. We won't say anything, nor will we show any of the teachers)",MISC3. Do you use meditation to cope with exam/academic stress?,Do you do anything else than just meditation? ,What do you actually do to reduce stress during exam time?,So... what do you do to relax during exam time?,MISC4. Will you recommend meditation to your classmates or other students for stress relief?,MISC5. Do you have any other thoughts about meditation and college stress?,"MISC6. How did our form feel compared to the others? Good, not good, etc? Can you please rate it? where 0 is worst, and 10 is best.",Form Comparison: Unique or not.,"Form Comparison: Unique or not. (Yes, definitely unique. Want to see more like this. )","Form Comparison: Unique or not. (Unique, but I don't think I want to see more like this. I want the standard ones. )","Form Comparison: Unique or not. (I don't know, dude. It looks the same to me.)"
2EoboqL,Zj9GZ1V,2025-10-09 6:36:25,20,Female,Undergraduate (UG),5,BCA,,Rare (less than once a week),0 days/week,Less than 5 mins,Mindfullness/Awareness,No,4,4,1,4,3,3,3,2,3,1,3,2,3,3,May by that I can turn to so clam and I can concentrate on studies but I didn't try meditation ,Breath,Yes it will increase to improve focus,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. , Headaches.",,Yes,"Music, Games, Hobbies",,,Yes,,5,"Yes, definitely unique. Want to see more like this. , Unique, but I don't think I want to see more like this. I want the standard ones. , I don't know, dude. It looks the same to me.",TRUE,TRUE,TRUE
kdz0zD1,b5Z26Y6,2025-10-09 6:36:29,211,Prefer not to say,Undergraduate (UG),5,BCA,,None,0 days/week,Less than 5 mins,Mindfullness/Awareness,Maybe?,1,1,1,1,1,1,1,1,1,1,1,3,4,4,Helps for mind ,It changes the peoples activities ,No time ,Yes,TRUE,4,,,,,No,,,,, ,8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
9q46rXG,jae0kzJ,2025-10-09 6:37:13,19,Female,Undergraduate (UG),5,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,Maybe?,4,4,3,3,3,3,3,3,3,3,3,3,3,3,Not much influenced,Maybe breathing techniques...it helped me to relax my mind,Yeahh...a little bit ,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"Headaches., Feel constantly tired.",,No,,"Music, Just roam around",,Maybe?,Nooo,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
XxQRNrO,Zj9GZeB,2025-10-09 6:37:17,21,Female,Undergraduate (UG),5,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),Yes,5,3,1,4,2,4,3,2,2,2,3,4,2,5,I feel calm ,Pranayama,Yes. It reduced my stress level and that resulted in better performance,Yes,TRUE,4,,,"Headaches., Feel constantly tired.",,Yes,Music,,,Yes,No,7,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
MeVrGDY,44a1pOY,2025-10-09 6:37:16,20,Female,Undergraduate (UG),5,BCA,,Extensive (daily practice),Daily,15-30 mins,Breath-based (Pranayama),Yes,5,4,1,4,5,5,5,5,5,4,4,4,3,5,Balanced and Reflective,"Mindfulness Meditation
It helped me stay present and observe my thoughts without judgment. Over time, I noticed reduced anxiety and better focus since I wasn’t getting lost in overthinking.",Yes it helps to improve my knowledge focus on studies remove the stress ,Yes,TRUE,4,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,Music,,,Maybe?,No,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
obz0xe1,D4qXZWZ,2025-10-09 6:37:29,20,Male,Undergraduate (UG),5,BCA,,Extensive (daily practice),3-4 days/week,Less than 5 mins,Breath-based (Pranayama),Yes,3,3,1,2,3,4,3,3,3,5,3,5,5,5,Neutral,"Pranayama,Bee Breath",Yes,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,"Hobbies, Music",,,Yes,No,5,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
9q46rD4,0QVbDly,2025-10-09 6:38:04,20,Female,Undergraduate (UG),5,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),Maybe?,5,3,3,4,3,3,4,3,3,3,4,3,4,3,I'm not a person who do meditation.. so I'm having not much experience on that,I did pranayama.. when I attended some yoga classes ,Sometimes doing pranayama help me calm my mind,Yes,TRUE,4,Check me for relaxing recommendations ,TRUE,Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work),,No,,Music,,Maybe?,Nothing much.. may try,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
MeVrGAE,Xx5R2yg,2025-10-09 6:38:20,20,Female,Undergraduate (UG),5,BCA,,Occasional (1–3 times/week),1-2 days/week,15-30 mins,Breath-based (Pranayama),Yes,4,5,1,3,3,3,3,4,3,3,3,3,3,3,by watching ,Keeping quiet ,Yes,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. , Feel constantly tired.",,Yes,Music,,,Yes,No,4,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
Ek6BEPA,aQOjz7v,2025-10-09 7:05:28,20,Female,Undergraduate (UG),5,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Mindfullness/Awareness,Yes,3,4,2,1,3,2,3,2,1,1,2,3,2,2,It increases the stress level,Raja yoga by bk shivani,Yes it helps to improve my peace and reduce the stress level ,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. , Stress eating? We honestly don't know if this is possible, but some people have said it's true?, Dizziness?, Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work), Headaches.",,Yes,"Games, Music, Hang out with friends",,,Yes,Meditation helps to focus on mental peace and helps to build a calm nature... By college stress we cannot be able to focus on mental health and physical health ,8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
QK4xpBA,A7r6apk,2025-10-09 7:18:31,20,Female,Undergraduate (UG),5,BCA,,None,0 days/week,Less than 5 mins,Mindfullness/Awareness,Maybe?,3,5,2,3,3,4,4,2,3,2,3,3,3,3,"I dont medidate regularly or even often soo I'll start from today and maybe next time if I get chance to answer this question, I'll answer ",I dont medidate ,"Maybe , cause I heard from people around me saying that medidate helps alot in life.",Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,"Headaches., Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work)",,No,,"Music, Hang out with friends",,Maybe?,Nothing like that,8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
jaz0XG6,rjD0goM,2025-10-09 7:18:48,21,Female,Undergraduate (UG),5,BCA,,None,1-2 days/week,5-15 mins,Mindfullness/Awareness,Yes,4,5,2,3,3,4,3,4,4,2,4,3,4,3,It makes my mind free and to concentrate more,Mindfulness meditation ,Yes it does ,Yes,TRUE,2,,,Headaches.,,Yes,"Music, Hobbies",,,Yes, ,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
2EobdAA,rjD0pON,2025-10-09 7:28:59,20,Male,Undergraduate (UG),5,BCA,,Occasional (1–3 times/week),3-4 days/week,5-15 mins,Mindfullness/Awareness,Yes,2,2,2,1,4,3,4,2,2,2,1,4,2,4,Make my mind calm and relaxed,Just keeping my eyes closed ,Yes,Yes,TRUE,3,,FALSE,"No symptoms, bro! All fine. ",,No,,"Music, Hobbies, Just roam around",,Maybe?,No,5,"I don't know, dude. It looks the same to me.",FALSE,FALSE,TRUE
jaz0d19,ODQjqPa,2025-10-09 8:35:43,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),No,3,2,1,3,2,3,1,2,3,2,3,2,3,2,I will relax ,Inhale and exhale ,Yes,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,Games,,,Yes,No,2,"Yes, definitely unique. Want to see more like this. , Unique, but I don't think I want to see more like this. I want the standard ones. , I don't know, dude. It looks the same to me.",TRUE,TRUE,TRUE
1ARGWAQ,KYpPrvX,2025-10-09 8:48:21,18,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),No,1,1,5,2,1,2,5,5,5,5,1,1,1,4,Normal,Sitting on one place ,Yes,Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,No,,"Music, Games, Just roam around",,Maybe?,No ,8,"Yes, definitely unique. Want to see more like this. , Unique, but I don't think I want to see more like this. I want the standard ones. , I don't know, dude. It looks the same to me.",TRUE,TRUE,TRUE
LZO5DKG,2Ejb979,2025-10-09 8:48:55,17,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),0 days/week,5-15 mins,Breath-based (Pranayama),Yes,2,2,2,1,5,3,3,2,3,1,4,4,1,4,Good ,"Breathing because it keeps me calm 
",Yess,Yes,TRUE,3,,,"No symptoms, bro! All fine. ",,No,,Music,,Maybe?,No,7,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
44OPa7b,Npq42Pl,2025-10-09 8:48:59,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,15-30 mins,Breath-based (Pranayama),Maybe?,4,4,3,3,2,4,3,3,4,3,4,4,4,3,Its will helps to calm sometimes,Closing eyes ,Yes,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"Feel constantly tired., Headaches.",,No,,Music,,Maybe?,"No 
",8,"Unique, but I don't think I want to see more like this. I want the standard ones. ",FALSE,TRUE,FALSE
dWzQb0z,rjD08vN,2025-10-09 8:48:57,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),0 days/week,5-15 mins,Breath-based (Pranayama),No,3,3,3,4,4,4,3,3,4,2,2,3,3,3,It didn't ,Breathing practices ,No ,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,No,,"Games, Hobbies",,Yes,No ,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
2EoOjKA,A7r6M9D,2025-10-09 8:49:01,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),3-4 days/week,15-30 mins,Breath-based (Pranayama),Yes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Good,Breathing,Yes it helped ,Yes,TRUE,5,,FALSE,"Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work), No symptoms, bro! All fine. , Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,"Just roam around, Hang out with friends",,Yes,No,8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
kdzObEJ,b5Z21AL,2025-10-09 8:49:12,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,No,5,3,5,4,1,3,1,4,3,1,3,4,3,3,Good,No idea,Yes,Yes,TRUE,2,,FALSE,Headaches.,,No,,Music,,Maybe?,No,5,"Unique, but I don't think I want to see more like this. I want the standard ones. ",FALSE,TRUE,FALSE
Ek68q8B,QKoxNpg,2025-10-09 8:50:35,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Breath-based (Pranayama),No,4,2,4,5,3,3,3,5,2,4,5,3,3,3,No change ,Pranayama,It just helped me to focus,Yes,TRUE,1,,,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,"Music, Just roam around",,No,Meditation is of no use i guess as per my opinion 🙂,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
kdzObOo,BzELJY7,2025-10-09 8:50:38,18,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,Yes,3,3,2,2,3,4,2,4,3,2,3,3,4,3,It helps me focus ,"Breathing,and focusing on myself when doing so which helps me gather all my thoughts and not get distracted and focus on a single thing",Yes it helped improve focus,Yes,TRUE,4,,,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,"Just roam around, Games",,Maybe?,None,7,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
NpP8qdl,VLp9WWE,2025-10-09 8:51:03,18,Female,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),No,5,4,3,5,2,5,3,5,4,4,5,2,5,4,No change ,Breathing ,No,Yes,TRUE,0,Check me for relaxing recommendations ,TRUE,"Headaches., Feel constantly tired., Dizziness?",,No,,"Music, Hang out with friends, Games",,No,No ,5,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
lbzVavk,aQOjppE,2025-10-09 8:51:10,17,Female,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),No,4,4,3,4,2,3,4,4,3,3,3,4,3,4,It help me to focus on my studies a,Pranayasana ,Yes it's help me to focus on my environment ,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , Stress eating? We honestly don't know if this is possible, but some people have said it's true?",,No,,"Music, Just roam around",,Maybe?,No,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
xXz9Vzr,1AWbQQO,2025-10-09 8:51:11,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,15-30 mins,Mindfullness/Awareness,Maybe?,4,3,2,3,3,3,3,2,2,2,2,2,2,2,It calms my mind and soul and helps to concentrate ,Breathing practice ,Yes,Yes,TRUE,4,,FALSE,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,Music,,Maybe?,No,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
Ek68qaX,EkqBo7L,2025-10-09 8:51:21,18,Male,Undergraduate (UG),1,BCA,,None,1-2 days/week,5-15 mins,Breath-based (Pranayama),Maybe?,4,5,3,4,5,4,4,4,4,3,5,2,4,2,Neutral ,Breath in and breath out because it make me feel free,Neutral ,Yes,TRUE,0,Check me for relaxing recommendations ,TRUE,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , Headaches., Feel constantly tired., Dizziness?",,Yes,"Music, Games, Just roam around",,,Yes,No,5,"Unique, but I don't think I want to see more like this. I want the standard ones. ",FALSE,TRUE,FALSE
XxQO5Nj,A7r6MeN,2025-10-09 8:51:27,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),0 days/week,Less than 5 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",No,4,3,2,3,3,4,3,3,3,1,2,3,3,3,I didn't ,Breathing ,Yes,Yes,TRUE,1,,FALSE,"No symptoms, bro! All fine. ",,No,,"Music, Just roam around",,Yes,,9,"I don't know, dude. It looks the same to me.",FALSE,FALSE,TRUE
2EoOjZL,eq5NgXo,2025-10-09 8:51:39,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,Maybe?,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Neutral ,Normal meditation which gives mind peacefulness ,Maybe?,Yes,TRUE,2,,,"No symptoms, bro! All fine. ",,No,,Music,,Maybe?,Only this much ,5,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
NpP8qgQ,KYpPrjK,2025-10-09 8:51:41,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),5-6 days/week,15-30 mins,Breath-based (Pranayama),Maybe?,4,3,2,3,4,4,3,3,2,2,3,4,2,5,Helped me in concentrating on one particular thing ,General meditation because it is helpful to keep mind stable ,Yes it is helpful ,Yes,TRUE,3,,,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,Yes,Music,,,Yes,No,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
MeV81yX,zxE089E,2025-10-09 8:51:45,18,Male,Undergraduate (UG),1,BCA,,Extensive (daily practice),3-4 days/week,15-30 mins,Breath-based (Pranayama),No,4,4,4,4,4,5,5,5,4,1,4,4,4,4,It's were easy to remove stress,Yes.  It's helpful for removing stress ,Time manegement ,Yes,TRUE,4,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,Games,,,Yes,It nice ,8,"Yes, definitely unique. Want to see more like this. , I don't know, dude. It looks the same to me., Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE,TRUE,TRUE
yP1eXk4,dWbZJMN,2025-10-09 8:51:45,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Maybe?,2,2,2,4,4,4,3,2,2,3,4,4,3,3,"It reduces ny stress , improve clarity for mind",Pranayama,Yes. It helped me to chill my mind which paves way for better decisions ,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"Headaches., Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,Yes,"Games, Music, Hobbies",,,Maybe?, ,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
eqz95PO,44a1l6o,2025-10-09 8:51:51,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),3-4 days/week,15-30 mins,Breath-based (Pranayama),Yes,4,3,3,4,3,4,3,4,2,2,4,2,3,2,Not bad ,Ntg ,Yes ,Yes,TRUE,4,,FALSE,Feel constantly tired.,,No,,"Music, Hobbies",,Maybe?,The college timings ,7,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
Bze8E5N,GxeoOGQ,2025-10-09 8:51:52,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),Daily,15-30 mins,Breath-based (Pranayama),Yes,4,4,1,4,3,4,4,4,4,4,4,4,5,3,Calming,Mindfullness,Focus,Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,"Headaches., Feel constantly tired.",,Yes,"Games, Music",,,Yes,Yes we needs a meditation with this college stress,3,"Unique, but I don't think I want to see more like this. I want the standard ones. , Yes, definitely unique. Want to see more like this. , I don't know, dude. It looks the same to me.",TRUE,TRUE,TRUE
81rjNyx,44a1l6d,2025-10-09 8:51:55,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),5-6 days/week,5-15 mins,Breath-based (Pranayama),Maybe?,3,2,2,2,3,3,2,3,4,4,3,4,3,4,Rediced stress ,Pranayama ,Yes it helps,Yes,TRUE,3,,,,,No,,,,Maybe?,No,7,"Unique, but I don't think I want to see more like this. I want the standard ones. , Yes, definitely unique. Want to see more like this. ",TRUE,TRUE,FALSE
jazGeYR,LZDE4ez,2025-10-09 8:52:01,17,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",Yes,5,4,1,4,2,4,4,5,4,1,4,4,4,4,Vesy calmly I can manage anything ,Yoga ,Yes,Yes,TRUE,5,,,Headaches.,,,,,,,No,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
KYG8pAM,BzELJv4,2025-10-09 8:52:12,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Breath-based (Pranayama),Yes,5,5,3,5,3,5,4,5,4,3,5,3,4,4,Decreased stress,Breathing meditation since it helps improve cognition by supplying the brain with fresh oxygen,It helps increase focus since it's a breather (literally) and breaks usually leads to better results when you come back to the job,Yes,TRUE,1,,FALSE,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , Stress eating? We honestly don't know if this is possible, but some people have said it's true?, Feel constantly tired.",,No,,"Music, Games, Just roam around",,Maybe?,1 meditation session vs 100 billion assignments ,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
GxbYeaj,0QVbq4P,2025-10-09 8:52:18,17,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,15-30 mins,Mindfullness/Awareness,Maybe?,2,2,4,2,3,3,4,1,1,1,1,5,2,5,Meditation improved my concentration ,"The one like we had today, it helps our mind take rest",Yes it has played a huge role in improving my skills,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,"Music, Games, Just roam around, Hang out with friends",,Yes,No,9,"Yes, definitely unique. Want to see more like this. , Unique, but I don't think I want to see more like this. I want the standard ones. , I don't know, dude. It looks the same to me.",TRUE,TRUE,TRUE
44OPaYB,PdR2ZoP,2025-10-09 8:52:20,18,Female,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),Maybe?,4,3,2,4,1,4,3,4,4,2,4,3,4,3,no stress ,"pranayama,focus ",Yes ,Yes,TRUE,4,,,Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work),,No,,Just roam around,,Yes,No,7,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
Ek68qGq,ODQjxRk,2025-10-09 8:52:19,18,Female,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Mindfullness/Awareness,No,5,5,4,3,2,5,3,5,4,3,4,2,5,3,No changes,I like pranayama as it heals breathing problems,I have not at all started doing meditation ,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,Feel constantly tired.,,No,,"Music, Just roam around",,Maybe?,No,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
xXz9VbJ,68D16oN,2025-10-09 8:52:27,18,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,Yes,4,3,1,4,1,4,3,4,2,1,3,3,4,3,,,Yes,Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,"Games, Hobbies, Music",,,Yes, ,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
44OPalo,Zj9Gbq5,2025-10-09 8:52:33,18,Female,Undergraduate (UG),1,BCA,,Extensive (daily practice),5-6 days/week,30-60 mins,Breath-based (Pranayama),Yes,3,3,4,3,3,3,3,2,3,5,3,4,5,4,It gradually made me feel relived.,Focusing on mind,Yes. If we focus on one topic without any disturbance we can improve it and for this meditation is helpful,Yes,TRUE,4,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,Music,,,Maybe?,"None
",8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
